"","logFC","CI.L","CI.R","AveExpr","t","P.Value","adj.P.Val","B","Gene.Symbol","Platform.ORF","Probability","Standard.Error"
"51",-1.29748984799855,-1.56441198170317,-1.03056771429393,9.2876155085277,-11.0322219268704,1.87095336969277e-06,0.000163391025908463,5.65460391349002,"metQ","gene:ECOLIN_01050",0.996510857090694,0.136184762094195
"53",0.942735434837406,0.749428554863414,1.1360423148114,11.2246194433949,11.0684327081284,1.8209169252867e-06,0.000163391025908463,5.52467656658455,"clpA","gene:ECOLIN_04575",0.996028676231831,0.0986259591704039
"54",-2.64840047114175,-3.19292292653417,-2.10387801574932,4.54450018919996,-11.0385358198844,1.86212037989402e-06,0.000163391025908463,5.47749178409082,"csgB","gene:ECOLIN_05910",0.995837597608306,0.27781757928185
"63",-2.40251526282677,-2.92570158196185,-1.87932894369169,4.47319824599113,-10.4220555898474,2.9901838263945e-06,0.000221044397952875,5.1524732847029,"gntK","gene:ECOLIN_19025",0.994248195770014,0.266931795477083
"64",-1.63535950479003,-1.9959746823522,-1.27474432722786,7.36809661304347,-10.2923097292959,3.31382163199731e-06,0.000226584710080215,5.11196112734342,"guaA","gene:ECOLIN_13745",0.994011817354998,0.183987335490904
"70",-0.8936808041235,-1.09079689191622,-0.696564716330777,9.15148808159264,-10.2897297253416,3.32063799255487e-06,0.000226584710080215,5.0068398702876,"glgA","gene:ECOLIN_18980",0.993352467831732,0.100569432547308
"74",1.28199176884638,0.993106219740273,1.57087731795248,7.52050823927133,10.0717057241253,3.95674818582827e-06,0.000239142566460758,4.89483386931618,"solA","gene:ECOLIN_06000",0.992570458617115,0.147390586278624
"76",-0.992344250893247,-1.21604166387528,-0.768646837911212,7.67929373286842,-10.0680416934549,3.96852965893931e-06,0.000239142566460758,4.85455900842518,"adhP","gene:ECOLIN_08225",0.99226748853551,0.114131333154099
"81",-1.58586692412785,-1.95317649906964,-1.21855734918607,7.22162895425587,-9.79891748777127,4.94976622801821e-06,0.000280084332902494,4.74140914652057,"modC","gene:ECOLIN_03950",0.991349149445689,0.187402844358053
"98",-1.00396074495254,-1.25020020379082,-0.757721286114256,8.71503104839505,-9.25342891598978,7.87258387215037e-06,0.000361671179869086,4.13692848904935,"cbl","gene:ECOLIN_11085",0.984279255220706,0.125632376958307
"102",-0.952915267250544,-1.18738960345441,-0.718440931046674,9.69310255586399,-9.22364499118144,8.07987723662284e-06,0.000367555199783627,4.06393167229607,"rne","gene:ECOLIN_06125",0.983108877266024,0.119629763369322
"103",-0.934833169036995,-1.16590800126807,-0.703758336805924,10.0808077300899,-9.18174180210264,8.38178540904658e-06,0.000373956579788232,4.04126514456066,"gltB","gene:ECOLIN_17855",0.982728330302686,0.117895322566873
"106",0.841158420820028,0.63821752334276,1.0440993182973,13.3841711556788,9.40701484421218,6.89266951664651e-06,0.000343892328572471,4.03944191562077,"dnaK","gene:ECOLIN_00065",0.982697356731114,0.103541274223096
"107",-1.18787637982425,-1.48237081819266,-0.893381941455839,9.95828381219573,-9.15456596337819,8.58422676773412e-06,0.000375762379266852,4.02999780405956,"rplL","gene:ECOLIN_22250",0.982536041851008,0.150252264473678
"115",0.8220463826922,0.618982311876605,1.02511045350779,10.359721601866,9.18770079078875,8.33810248275438e-06,0.000373956579788232,3.90690519334602,"groES","gene:ECOLIN_23310",0.980293532981564,0.103604117763059
"117",-0.959210233483573,-1.20271590835749,-0.715704558609657,9.20358865122491,-8.94022246179955,1.03837324368699e-05,0.000415349297474796,3.8547716534524,"tsf","gene:ECOLIN_00895",0.979260785405275,0.124237589221385
"120",-1.19448778125247,-1.50992008364158,-0.879055478863367,6.76303046648254,-8.59447108182909,1.42286956711768e-05,0.000507854983955849,3.69383682545304,"murF","gene:ECOLIN_00425",0.975727440817749,0.160934848157708
"125",-0.891786842632767,-1.1259444485491,-0.657629236716436,7.86235448525406,-8.64363462180675,1.35969514240687e-05,0.000500713131806974,3.55950607402652,"potG","gene:ECOLIN_04425",0.972334294012377,0.119468166283842
"136",-0.76602512848804,-0.970977945389686,-0.561072311586394,8.64453081065543,-8.48267315637587,1.57891130729588e-05,0.000534755362471014,3.41304054340246,"sspA","gene:ECOLIN_17900",0.968109608133749,0.104567763725329
"138",-1.66109882333578,-2.11460768972013,-1.20758995695143,5.5210507095805,-8.31291418712918,1.85311803334631e-05,0.000584929773790944,3.39781538521942,"csgA","gene:ECOLIN_05915",0.967636190894767,0.231382074685892
"142",-0.995651099487685,-1.26650935227597,-0.724792846699397,7.51542675908796,-8.3427400944488,1.80136860681253e-05,0.000580547375120593,3.37975619705103,"glmM","gene:ECOLIN_17670",0.967065841083972,0.138192986116474
"150",-0.948637378110784,-1.20942419238746,-0.687850563834106,6.55871893885087,-8.25578192365418,1.95687644115734e-05,0.00060532711246467,3.2138108679304,"hycI","gene:ECOLIN_14680",0.961350709540951,0.133054497079938
"151",-0.943120873796386,-1.20168580242102,-0.684555945171751,9.58510079423286,-8.27830357793779,1.9152301117195e-05,0.00060045052151206,3.20700417288686,"rpoB","gene:ECOLIN_22255",0.961097007513776,0.131920881951344
"152",-0.815441405627585,-1.03781290941832,-0.593069901836849,9.66665664301485,-8.32256576828441,1.83619513903231e-05,0.000584929773790944,3.19608632180349,"leuS","gene:ECOLIN_03400",0.960686732652893,0.113454848872824
"162",0.890455608711194,0.637704659814872,1.14320655760751,5.43471577695589,7.99582145793943,2.51701341817586e-05,0.00069517513454381,3.01098974714405,"zraP","gene:ECOLIN_22330",0.953068144832499,0.128954565763429
"168",-1.19973011176649,-1.54754961256485,-0.851910610968123,8.15953778796474,-7.82840419156391,2.97011262228529e-05,0.000761399036873135,2.92943428552286,"rimM","gene:ECOLIN_14235",0.949282445506038,0.177458928978757
"172",-1.07696952523568,-1.38708568914801,-0.766853361323345,5.19530750875644,-7.88174935978331,2.81668535715639e-05,0.000751993510800394,2.88230183665016,"hypA","gene:ECOLIN_14725",0.946964586966453,0.158222532608333
"177",0.606400477909169,0.436192113030537,0.776608842787801,10.7777646321358,8.08578602258329,2.30536588003859e-05,0.000660302326134511,2.81378160493829,"miaA","gene:ECOLIN_23475",0.943416028507902,0.0868410024890982
"180",-1.02146182062481,-1.32061781062411,-0.722305830625521,8.51102865615983,-7.74939939342148,3.21448536385464e-05,0.000806227680447868,2.80012384910732,"trmD","gene:ECOLIN_14230",0.942682516306496,0.152630607142496
"187",-0.949698594631204,-1.22469779822556,-0.674699391036844,10.2367180594924,-7.83786841702689,2.94223517865102e-05,0.000758442846052262,2.69255412437682,"rpsN","gene:ECOLIN_18335",0.936585847519703,0.140305716119572
"190",-0.664988879551036,-0.860083678757638,-0.469894080344433,7.63300723492343,-7.73592587156692,3.25832556527281e-05,0.000808766738605922,2.60852310277031,"treF","gene:ECOLIN_19460",0.931408101765369,0.0995381628605116
"191",-1.02574668286155,-1.33485060839719,-0.716642757325918,5.10003427207895,-7.53146062054097,4.01096887677064e-05,0.000921331464763157,2.60146512131777,"tppB","gene:ECOLIN_19320",0.930955812869814,0.157706084456957
"197",-0.886151706280033,-1.14830821607965,-0.623995196480419,10.0051237962526,-7.67168991452085,3.47656956488256e-05,0.000842296068189871,2.53091557224662,"rplX","gene:ECOLIN_18345",0.926280897285007,0.133753321326334
"198",-0.905031021873716,-1.17563817540055,-0.634423868346884,8.39319818911028,-7.59045485835892,3.77587983541292e-05,0.00088040615257869,2.51819666432724,"tppB","gene:ECOLIN_08810",0.925407669067525,0.138064874248384
"200",-0.772851124110428,-1.00249360750991,-0.54320864071095,9.04879041369611,-7.6381330149858,3.59692823981262e-05,0.000854252234468975,2.49791136297791,"pepN","gene:ECOLIN_04820",0.923995268987927,0.117164532346672
"202",-0.725519111181983,-0.940317531301008,-0.510720691062957,10.8300492061493,-7.66586881768842,3.49712695522657e-05,0.000842296068189871,2.48057899143507,"entF","gene:ECOLIN_03125",0.92276907054973,0.109591030672972
"216",-0.699691104762199,-0.914857829704461,-0.484524379819936,8.86043774731926,-7.38031421519382,4.68998488627469e-05,0.00102652465376892,2.23257130711838,"relA","gene:ECOLIN_15000",0.903136532655255,0.109778941297073
"229",0.731462697651002,0.500477716902359,0.962447678399646,7.03208807680073,7.1870729078331,5.74836624289602e-05,0.00118019554721405,2.07739268245852,"xerD","gene:ECOLIN_15605",0.888686371131618,0.117849479973798
"230",-1.20347839480577,-1.59653646494419,-0.810420324667343,6.83784266507971,-6.94904604873936,7.42744788542214e-05,0.0014066676811575,2.06316450626604,"modB","gene:ECOLIN_03945",0.8872710754804,0.200539831703278
"238",-2.96780957491378,-3.94251184459809,-1.99310730522948,4.84349394881848,-6.91047123055292,7.74704780176991e-05,0.00144936283983697,1.96218708156303,"rpmJ","gene:ECOLIN_01855",0.876769449970261,0.497297076369544
"251",-0.665676672421618,-0.88366697392238,-0.447686370920857,8.68051817577197,-6.93058309636289,7.57857758556189e-05,0.00142945528443119,1.77536077279684,"thrA","gene:ECOLIN_00010",0.855123069516658,0.111219541582021
"255",-1.17124596352773,-1.56796419191684,-0.774527735138624,6.80357707811313,-6.70053623812518,9.77272222495284e-05,0.00167518400741442,1.73135659013295,"uvrD","gene:ECOLIN_21150",0.849585860762126,0.202407259382197
"269",-1.0110421483241,-1.36050006906289,-0.661584227585317,6.69276407854944,-6.56625857975562,0.000113688777373931,0.00183165252435777,1.58973944105213,"murE","gene:ECOLIN_00420",0.830579441089872,0.178294857519789
"279",-0.796040515433266,-1.0711422992237,-0.520938731642835,5.58132745286277,-6.56727760656316,0.000113557406377994,0.00183165252435777,1.47599945071059,"narZ","gene:ECOLIN_08180",0.81396756078589,0.140358052954302
"281",-0.930988977838793,-1.25127674083828,-0.610701214839309,8.3062866674877,-6.59702002088867,0.000109795254776644,0.00180017661541918,1.46153594995919,"lysS","gene:ECOLIN_15580",0.811767481926462,0.163412123979329
"282",-0.727092191727804,-0.975222224844215,-0.478962158611393,8.09101630536894,-6.65049170706353,0.000103369751996661,0.00173781032342212,1.45996085602614,"bcsA","gene:ECOLIN_19530",0.811526687744437,0.126596955671638
"288",-0.670612994567877,-0.896866445422982,-0.444359543712773,11.4127984274474,-6.72698348840861,9.48820965036443e-05,0.00165370323245988,1.38712973622801,"rpsA","gene:ECOLIN_04710",0.800133626521047,0.115435434109747
"294",-0.961683806541196,-1.30563475904191,-0.617732854040478,5.81419967958704,-6.34569794258689,0.000146450215190741,0.00217101916448894,1.32787728643765,"coaE","gene:ECOLIN_00520",0.790489296300181,0.175485179847305
"300",-1.14729637313469,-1.5545192393525,-0.740073506916871,7.82790038378704,-6.39421262023956,0.000138445302469116,0.00210618427362852,1.24495630788646,"hisG","gene:ECOLIN_11520",0.776425552958475,0.207766768478477
"304",-0.679597604073325,-0.918892764993845,-0.440302443152805,8.41424687902851,-6.445573005402,0.00013048838807301,0.00201822040219588,1.21112686542161,"hisS","gene:ECOLIN_13795",0.770498274165737,0.122089367816592
"308",-1.01058531627212,-1.38119576268693,-0.639974869857319,4.56826026503135,-6.18869295271633,0.00017602202660324,0.00252861363293818,1.170805943165,"narI","gene:ECOLIN_07195",0.76329066284571,0.189086962456533
"310",-0.972099176244987,-1.31760469861116,-0.626593653878811,9.34988151482982,-6.38556295310146,0.000139836754492688,0.0021073503438557,1.15221755664405,"tuf","gene:ECOLIN_22220",0.759915729599074,0.176278327737844
"316",-0.695085704799707,-0.943862258917779,-0.446309150681635,8.598798543037,-6.34121557830098,0.000147214930688982,0.00217540534521298,1.0884013736466,"entE","gene:ECOLIN_03165",0.748080570327208,0.126926813325547
"317",-0.643791232927137,-0.871522130416777,-0.416060335437498,7.68487259743149,-6.41603477998408,0.000135001572522741,0.00208108736380571,1.08453217952694,"nhaA","gene:ECOLIN_00095",0.747350697688027,0.116189233413081
"318",-1.15842282117633,-1.57325908043843,-0.743586561914228,8.02347566596953,-6.33773395155577,0.000147811923902727,0.00217729310129732,1.05493911724322,"ribB","gene:ECOLIN_16980",0.741722216770841,0.211651152684746
"326",-0.619429894518255,-0.843762396242271,-0.395097392794239,9.06901896915565,-6.26676732857938,0.000160575124437167,0.00234298294776244,0.97516546571784,"dapD","gene:ECOLIN_00875",0.726147886530339,0.114455358022457
"330",1.15110345586375,0.725173281769475,1.57703362995802,6.21061885470831,6.13365802800573,0.000187882580827178,0.00268238515396341,0.915450741736064,"recF","gene:ECOLIN_20590",0.71411425687503,0.217311313313404
"339",-0.627671878825115,-0.862304513972308,-0.393039243677922,6.9059992099672,-6.07138624653675,0.0002023638461332,0.00276167131193544,0.759937089637277,"sufC","gene:ECOLIN_09090",0.681340075112557,0.119710528136323
"343",1.22400809139701,0.740670361713776,1.70734582108025,3.77618910837421,5.74747644346297,0.000300199250988604,0.00363065080992172,0.71074770679896,"wcaM","gene:ECOLIN_11625",0.670566354623634,0.246600882491448
"344",0.832009951257779,0.50883878402586,1.1551811184897,4.91934112068008,5.84304892634289,0.000266837317227108,0.00339212370392817,0.705882203988387,"araG","gene:ECOLIN_10475",0.66949063981287,0.164883248587714
"357",-0.872263672189727,-1.21240182270721,-0.532125521672243,4.51379637637797,-5.82017507229481,0.000274437495889795,0.00346972746847043,0.554982377895184,"glcE","gene:ECOLIN_16545",0.635290766354145,0.173539872713002
"360",-0.683951587471963,-0.945295612604984,-0.422607562338943,8.96024269523783,-5.93958901289209,0.000237192421529687,0.00313553514500783,0.527708563390155,"metH","gene:ECOLIN_22415",0.628948512374615,0.133338788333174
"366",-0.951588457262178,-1.32421071810435,-0.578966196420007,7.4646042727825,-5.79594129313406,0.000282747334836527,0.0035172785754085,0.461573995498608,"fmt","gene:ECOLIN_18235",0.613387505136113,0.190113398388863
"367",-0.805816302988519,-1.1197433641081,-0.491889241868942,8.47757447087481,-5.82573739652265,0.000272567895271958,0.00345550555754614,0.449590691040701,"glyS","gene:ECOLIN_19670",0.61054191267088,0.160166867918152
"382",-0.688786033330083,-0.961362994756664,-0.416209071903502,5.48467180350468,-5.73507095408033,0.000304852422237089,0.00367406555631193,0.329605162367796,"glcF","gene:ECOLIN_16540",0.581663303663569,0.139069878278868
"387",0.774258270288588,0.461228219507489,1.08728832106969,6.52001405370608,5.61362542241848,0.000354782739069639,0.00415705027596749,0.27818544089343,"cpdB","gene:ECOLIN_23725",0.569101304574515,0.159709209582193
"389",-0.867359894295454,-1.20783203743691,-0.526887751154003,10.2940956442107,-5.78177732466498,0.000287730686035435,0.0035287386100725,0.258177781509149,"rplJ","gene:ECOLIN_22245",0.564188297494781,0.173710277112985
"390",-0.497099066034357,-0.691663317047215,-0.302534815021499,9.60970962715123,-5.79860478539634,0.000281820761839243,0.00351518369605938,0.234648024046776,"glgC","gene:ECOLIN_18985",0.558394320436249,0.0992674750065604
"391",-0.640892787832158,-0.89891563858936,-0.382869937074955,8.11677380876766,-5.63729580562877,0.000344393739160849,0.00406612455396015,0.221369317904911,"aroK","gene:ECOLIN_18725",0.55511743016183,0.131644311610818
"392",-0.819055067829685,-1.15716823735907,-0.480941898300303,6.68132657622369,-5.49787199270806,0.000410735303505456,0.00460341016489207,0.213537394209324,"psd","gene:ECOLIN_23420",0.55318241667561,0.172506719147643
"393",0.474948068502373,0.293125710872052,0.656770426132694,12.6232041684837,5.92846759037044,0.000240417232117458,0.00316015851848443,0.209697804185752,"groEL","gene:ECOLIN_23315",0.55223318628339,0.0927665089950615
"394",-0.844901648012477,-1.18635044436886,-0.503452851656098,8.28136688255752,-5.6159622531776,0.000353742103141494,0.0041553502748773,0.206571709182994,"metG","gene:ECOLIN_11975",0.551460065865612,0.174208569569581
"398",-0.779787883287305,-1.09205904070927,-0.467516725865338,9.45436069224318,-5.66745680326461,0.000331632251176449,0.00394557344989416,0.16374359892347,"rplQ","gene:ECOLIN_18270",0.540844679971218,0.15932201909284
"402",-1.04199315617709,-1.47234391662678,-0.611642395727389,7.9001490960699,-5.4952303350771,0.000412119174369295,0.00460779028692416,0.126707852939164,"carB","gene:ECOLIN_00160",0.531634650346046,0.219566714515152
"403",-0.841252075726546,-1.18428993003555,-0.498214221417543,8.47056799259046,-5.56580146319907,0.000376826933182946,0.00434944519892754,0.110086258317965,"rpmF","gene:ECOLIN_06145",0.527493803771599,0.175019313422961
"411",-0.636848516086927,-0.89089181087449,-0.382805221299363,10.2399660204673,-5.68947264342009,0.000322641816212858,0.00386836699542031,0.0725681630532193,"copA","gene:ECOLIN_02785",0.518134083412438,0.129613925912022
"412",0.878903981874583,0.50365524907649,1.25415271467268,5.05755834344235,5.3157654084178,0.000519100415423581,0.00546173679720048,0.0682205471878428,"srlR","gene:ECOLIN_14590",0.517048525262228,0.191453435101068
"434",1.27092702263127,0.726176173498405,1.81567787176413,5.44383771156523,5.29500417580235,0.000533301356974809,0.00558582008208377,-0.110374668683862,"rpmE","gene:ECOLIN_21940",0.472434312219491,0.277934106700441
"435",-0.812996293969089,-1.15563242409557,-0.470360163842611,7.31928482420224,-5.38516505016571,0.000474527039850049,0.00511672385937038,-0.115554530382393,"cls","gene:ECOLIN_07325",0.471143470002556,0.174814352105346
"436",-0.714279581158946,-1.01201785448077,-0.416541307837123,9.34369245554939,-5.44474041265372,0.000439565449702994,0.00484461683283109,-0.127548347397134,"thiH","gene:ECOLIN_22265",0.468156072741948,0.151907282307053
"444",-0.436310284320365,-0.614559444692265,-0.258061123948466,11.8837911881636,-5.55535179569596,0.000381839059174929,0.00437464996190536,-0.178790427244883,"thrS","gene:ECOLIN_09280",0.455421080843851,0.0909434491693365
"446",-0.516820595644356,-0.729971480754352,-0.303669710534361,10.3663676316404,-5.50295904756263,0.000408084562174384,0.00459590380701248,-0.200704075152486,"ihfA","gene:ECOLIN_09245",0.449991738540431,0.108750451586732
"453",1.00417269366099,0.594945205585882,1.4134001817361,13.2044026733927,5.56912824173119,0.000375246291199169,0.00434200197297791,-0.258030109681651,"ECOLIN_26490","gene:ECOLIN_26490",0.435848012377962,0.208789534732197
"456",-0.786235744093831,-1.14003088935595,-0.432440598831715,5.89587471314221,-5.04364514845744,0.000743006768624801,0.00711031752283278,-0.267083471368637,"folP","gene:ECOLIN_17675",0.433623238187644,0.180507727174549
"465",0.551222983447103,0.316444065623304,0.786001901270901,7.31463124025871,5.32858416512272,0.00051053716981252,0.00539611040530773,-0.350864095392054,"zntR","gene:ECOLIN_18260",0.413172895896174,0.119785162154999
"467",-0.525096678731507,-0.751787964811325,-0.298405392651689,7.91520658796694,-5.25712198017522,0.000560309755248743,0.00577931125198106,-0.35908332135737,"xseA","gene:ECOLIN_13755",0.411181486089296,0.115658819428479
"468",0.527497721431654,0.305133635193007,0.749861807670302,9.80180327453606,5.38393181125986,0.000475281892971688,0.00511672385937038,-0.365178857562763,"hfq","gene:ECOLIN_23480",0.409706491191652,0.113451064407473
"469",1.35836184554913,0.718238673278115,1.99848501782014,2.56188505423049,4.81610042845432,0.00101103791809231,0.00877167142736062,-0.368208424385961,"rpmE","gene:ECOLIN_21915",0.408974000228241,0.326593455240313
"487",-0.734730912860792,-1.06463244609261,-0.404829379628978,7.16992056293908,-5.0546092483149,0.000732198636696897,0.00704855119143901,-0.519926535373617,"ligA","gene:ECOLIN_13375",0.372869412333971,0.168317108791742
"488",0.547441243435559,0.305923981405943,0.788958505465174,7.87336963054737,5.14437887036004,0.000649839240203674,0.00651242780679275,-0.521573968267702,"ribH","gene:ECOLIN_02430",0.372484260980701,0.123223092872253
"492",-0.841316591170425,-1.23156078106944,-0.451072401271406,6.39398193290322,-4.89290311859561,0.000910438732040422,0.00823476747888413,-0.556596214092128,"murG","gene:ECOLIN_00445",0.364335395298984,0.199104178519908
"495",-0.947744475942552,-1.37715082484327,-0.518338127041832,7.19134836622979,-5.00917736461073,0.000778122026152152,0.00736833918642038,-0.561334919225953,"tatA","gene:ECOLIN_21405",0.363238641465883,0.219084871888122
"512",-1.01468181074577,-1.47786141173275,-0.551502209758795,5.91191684122305,-4.97191917467878,0.000818106541840143,0.0076532547462465,-0.659280323964373,"narZ","gene:ECOLIN_07180",0.340901295311704,0.23631612295254
"522",-0.914340913215278,-1.35456387915724,-0.474117947273316,6.14623599833588,-4.71388590586451,0.00116391778659314,0.00968725591597904,-0.713954485699581,"ilvH","gene:ECOLIN_00390",0.328725632956503,0.224603554052021
"526",-0.455697107121079,-0.663008400479871,-0.248385813762287,8.95949500384068,-4.98880948808288,0.000799712004961863,0.00751146498587661,-0.75930774652537,"tolB","gene:ECOLIN_03825",0.318796580797647,0.1057710680402
"529",-0.526257041238916,-0.76914078845346,-0.283373294024371,6.25804389312321,-4.91748534251654,0.000880563583048404,0.00802714150362396,-0.767308086936847,"ugpQ","gene:ECOLIN_19075",0.317061708583783,0.123920279191094
"535",-0.464399107105008,-0.675935997209862,-0.252862217000154,9.2133818700508,-4.98251792439671,0.000806511162965531,0.00756002383062639,-0.821714412846835,"frr","gene:ECOLIN_00905",0.305399858864832,0.107926984747375
"539",-0.746596653398487,-1.0902978702256,-0.402895436571373,8.17421627776634,-4.93001883136997,0.000865739994891753,0.00795248512865435,-0.842193770303357,"tolA","gene:ECOLIN_03820",0.301072951876861,0.175357763687303
"540",-0.539543562107607,-0.788950452425656,-0.290136671789557,7.8240552504948,-4.9097759742408,0.000889817451217432,0.00809402154497739,-0.842911875479808,"cpxA","gene:ECOLIN_21795",0.300921864009065,0.127248413427576
"548",-0.782158016722932,-1.15899848047518,-0.405317552970689,4.98241505175849,-4.71064721127006,0.00116915157606644,0.00968725591597904,-0.895142734106037,"narH","gene:ECOLIN_07185",0.290049688853936,0.192265542730736
"554",0.957073756805005,0.470390649493238,1.44375686411677,3.37960633511232,4.46316296533602,0.00165474879989036,0.0123984075800639,-0.945944341690592,"ECOLIN_15450","gene:ECOLIN_15450",0.27970117858815,0.248307707812126
"555",-1.07745103983151,-1.58506353172383,-0.569838547939197,8.93839252657562,-4.81735722934494,0.00100929846248916,0.00877167142736062,-0.9506709313883,"rplU","gene:ECOLIN_17720",0.278749912274469,0.258985965251183
"559",0.609269669530208,0.320374531574412,0.898164807486005,6.46351226341257,4.7864434793762,0.00105303578046647,0.00901193916149409,-0.988479782928392,"ECOLIN_26480","gene:ECOLIN_26480",0.271212453538698,0.147395478548876
"561",-1.13547123267988,-1.67399723074784,-0.596945234611928,9.13812316256829,-4.78534298062814,0.00105462994928692,0.00901193916149409,-0.996347631747487,"rpsF","gene:ECOLIN_23620",0.269660126277073,0.274758162279569
"563",-0.697796732092575,-1.03828817987442,-0.35730528431073,6.39789879709752,-4.65121411242429,0.00126983085825573,0.0102469829257506,-1.01212944515953,"envZ","gene:ECOLIN_18805",0.266563321755513,0.173720126419309
"564",-0.87959261810992,-1.30377970957185,-0.455405526647992,7.49720426471259,-4.70617136112701,0.00117642635241531,0.00971284390606234,-1.02259150491261,"pssA","gene:ECOLIN_14130",0.264522914272518,0.216421985439759
"568",0.693144812639164,0.358586984271879,1.02770264100645,5.33993047244425,4.70214903436549,0.00118300555788308,0.00974579336686776,-1.03284335596237,"glpD","gene:ECOLIN_18910",0.262533231764438,0.170692769575146
"571",-0.57527417840774,-0.848063471935879,-0.3024848848796,6.72103638543688,-4.78620359638317,0.0010533830506523,0.00901193916149409,-1.04512966828584,"dkgA","gene:ECOLIN_16740",0.260161434331522,0.139178210983744
"572",-0.493454427212173,-0.728684845549344,-0.258224008875002,7.84096024942518,-4.76098899735971,0.00109058234278191,0.00921730796085254,-1.04568295434042,"mazG","gene:ECOLIN_14995",0.260054953368413,0.120015519559781
"578",-0.533611151805195,-0.793712168510145,-0.273510135100244,6.21103448341059,-4.65614457011418,0.00126113400459761,0.0102123242257119,-1.0878189344579,"katE","gene:ECOLIN_09340",0.252029209709591,0.132704600359668
"595",-1.37071913486745,-2.09250655689143,-0.648931712843475,7.55340376532716,-4.31005462850146,0.00206064699310663,0.0145531233607531,-1.17513308572619,"rplD","gene:ECOLIN_18395",0.235928408501991,0.368258888787745
"606",-0.504752486893182,-0.74436400776486,-0.265140966021504,11.1398847158835,-4.78095196872961,0.00106101663863142,0.00904759663733695,-1.25501816171317,"ompX","gene:ECOLIN_04215",0.2218326799311,0.122250775954938
"609",-0.699012438701994,-1.05280180893383,-0.345223068470159,6.8519057410189,-4.48418718025101,0.00160607325843439,0.0121569003574805,-1.26320264207141,"ubiE","gene:ECOLIN_21390",0.220423067921377,0.180504780730528
"616",0.5390051911457,0.278009004542402,0.800001377748997,8.50251118852663,4.6870803100796,0.00120800718095607,0.00986822767541578,-1.32391165575119,"hslO","gene:ECOLIN_18780",0.210168232060994,0.13316131969556
"625",0.624649499187913,0.304499676978421,0.944799321397406,6.09939331158947,4.42819502962817,0.00173924403335952,0.0128206488809902,-1.36399887256077,"trmE","gene:ECOLIN_20620",0.203591149339383,0.163341746025251
"636",-0.863448781675515,-1.3265990656972,-0.400298497653829,6.08038894012532,-4.23114837685476,0.00231035309815195,0.0157416128860867,-1.40895006156868,"mepA","gene:ECOLIN_13025",0.196399712037107,0.236301165317187
