"","logFC","CI.L","CI.R","AveExpr","t","P.Value","adj.P.Val","B","Gene.Symbol","Platform.ORF","Probability","Standard.Error"
"75",1.27639222526792,0.882278917575091,1.67050553296074,5.10266541773698,7.35032698744207,4.83917391695479e-05,0.00269132720079538,2.4551048894322,"uhpT","gene:ECOLIN_20435",0.920933960949479,0.201078218210626
"76",0.847524461590695,0.592166826238775,1.10288209694262,10.359721601866,7.53263636883182,4.0061295331312e-05,0.00247845880449717,2.44582589730208,"groES","gene:ECOLIN_23310",0.920255670414735,0.130284507832613
"82",0.73853584723353,0.51321623187392,0.963855462593141,8.71503104839505,7.43902790562379,4.41228193625287e-05,0.00259267797614815,2.29791316521873,"cbl","gene:ECOLIN_11085",0.908704060699704,0.114958987428373
"98",0.593261783055015,0.402254295837351,0.784269270272678,9.12518482075794,7.0491960695024,6.66312515622228e-05,0.00334678011530358,1.80309435304672,"pntA","gene:ECOLIN_08650",0.858525191372313,0.0974527996008488
"100",0.750928848251794,0.508929408543333,0.992928287960255,13.3841711556788,7.04251916225999,6.71130503389143e-05,0.00334678011530358,1.78649213495303,"dnaK","gene:ECOLIN_00065",0.856496663315864,0.123469101892072
"122",0.839839750832977,0.534592126543973,1.14508737512198,4.30035340061,6.24435726724733,0.000164851743408508,0.00611929671532382,1.14525340901576,"flgH","gene:ECOLIN_06100",0.758642865091124,0.15573858382092
"136",0.72059413040175,0.456036480283112,0.985151780520388,9.6398935154397,6.18178654378707,0.000177464577320031,0.0063832220059298,0.848788059034449,"hslU","gene:ECOLIN_21890",0.700312848416769,0.134978392917673
"145",0.643082400170999,0.401691088072254,0.884473712269745,8.003616500956,6.04628476651947,0.000208541578802441,0.00686264486271863,0.701890965381608,"cysM","gene:ECOLIN_13420",0.66860689011621,0.123158832703442
"149",-2.26879679346099,-3.17951422227671,-1.35807936464528,4.71258682759463,-5.65399683116239,0.000337262680644752,0.00942710143488946,0.612161119079508,"nirD","gene:ECOLIN_18635",0.648433624803077,0.464651749395771
"156",0.710267391927206,0.4354934442296,0.985041339624813,5.25049755183153,5.86664666639335,0.000259236017374897,0.0079618066915497,0.523635595871484,"flgG","gene:ECOLIN_06095",0.627997496491919,0.140190789641636
"169",-1.19973487029629,-1.67941525810553,-0.720054482487048,9.75239378734306,-5.67645146012841,0.000327926692276634,0.00929449819819668,0.228486336253616,"hdeB","gene:ECOLIN_19410",0.556874367124796,0.24473489173941
"175",0.72886403580456,0.430775781632202,1.02695228997692,4.91913107905691,5.54939025194631,0.000384730876606166,0.010142904928708,0.194358827786227,"flgI","gene:ECOLIN_06105",0.548437324768281,0.152085843965489
"188",0.588143551502539,0.344390718970104,0.831896384034975,6.63546143516405,5.47617448695929,0.000422253039302,0.0106481201215287,0.0350214166506486,"putA","gene:ECOLIN_05145",0.508754459402522,0.124363690067569
"193",-0.63148148794485,-0.892934057076361,-0.370028918813338,7.6190284703471,-5.48165020480027,0.00041931365427434,0.0106317779007264,-0.0201853414329474,"aspA","gene:ECOLIN_23295",0.494953835978057,0.133394167924241
"202",-0.987647096228791,-1.42210412951095,-0.55319006294663,4.59771203975469,-5.15939249899314,0.000637070665360292,0.0140762280346274,-0.0969148574730205,"dcuC","gene:ECOLIN_03300",0.475790231832386,0.221661751674572
"212",-1.02430997158782,-1.49939346406485,-0.549226479110794,4.56826026503135,-4.89333635588641,0.000909902847337163,0.0179657413261465,-0.342512296991468,"narI","gene:ECOLIN_07195",0.415199339460817,0.242389536978075
"213",0.961385091554935,0.515591911213698,1.40717827189617,5.43471577695589,4.89449142167491,0.000908475772318083,0.0179657413261465,-0.342965093415456,"zraP","gene:ECOLIN_22330",0.415089400705988,0.2274455001741
"218",0.545381001455612,0.311165113220327,0.779596889690896,8.65506886459513,5.28478424439623,0.000540446018232663,0.0122924976696057,-0.378991151146456,"gltA","gene:ECOLIN_03730",0.40637024216734,0.119497902160859
"220",-0.600565664513187,-0.868085984483835,-0.33304534454254,7.69316446890833,-5.09503689123438,0.000693790632258639,0.0147730036524237,-0.433479208818692,"hycE","gene:ECOLIN_14700",0.393295835384699,0.136489959168698
"222",0.474664060527425,0.266126924673332,0.683201196381519,7.33091098341026,5.16590665726952,0.000631615251459229,0.0140224629989035,-0.475902972438161,"galM","gene:ECOLIN_03905",0.383220044214468,0.106396497884742
"236",-1.32575282503693,-1.97935653580711,-0.672149114266751,5.19530750875644,-4.60353724344212,0.00135733310305421,0.0234127345656934,-0.677595224570402,"hypA","gene:ECOLIN_14725",0.336798234716433,0.333471281005194
"237",0.845590836706622,0.450046058377404,1.24113561503584,5.05956356494087,4.85185955915773,0.000962783624721456,0.0186138167446148,-0.687106516983701,"proX","gene:ECOLIN_14440",0.33467705175612,0.20180856037205
"238",-0.743855781261109,-1.09601062739675,-0.39170093512547,6.55871893885087,-4.79400720531645,0.0010421490354569,0.0196567948151221,-0.702932975952103,"hycI","gene:ECOLIN_14680",0.331162270390079,0.179670839865122
"241",-0.669306633792152,-0.977571382203922,-0.361041885380381,5.97705261781674,-4.92770697433027,0.000868453889845637,0.0172945323986427,-0.759897990473783,"rbsC","gene:ECOLIN_20835",0.3186684139929,0.157277932863148
"250",0.704249835713909,0.369922216142352,1.03857745528546,8.50251118852663,4.78077282523517,0.00106127808413101,0.01972881604574,-0.913571238185377,"hslO","gene:ECOLIN_18780",0.286269607697169,0.170575316107937
"252",0.744023938751703,0.380151909117187,1.10789596838622,3.28161799695898,4.6406823758258,0.00128862454285402,0.0229088807618493,-0.941227023394222,"fliH","gene:ECOLIN_10705",0.28065255622184,0.185648994711488
"261",0.434413719756035,0.230246177467333,0.638581262044737,8.598798543037,4.82903597602709,0.000993288019360577,0.0189664872832637,-1.05107280205649,"entE","gene:ECOLIN_03165",0.259019146595324,0.104167113412603
"270",1.43674593670961,0.692023966658654,2.18146790676057,5.44383771156523,4.37854099668764,0.00186726233577849,0.0273315370284297,-1.14136734028241,"rpmE","gene:ECOLIN_21940",0.242069404134829,0.379960188801508
"276",0.755874557854164,0.368118136660686,1.14363097904764,2.35307185227912,4.4241957901263,0.00174919837444751,0.0263919823341328,-1.16044826847429,"fliN","gene:ECOLIN_10735",0.238585841981072,0.197834908772183
"279",-0.643666285500752,-0.969190835635486,-0.318141735366018,6.35259261842601,-4.4876670015145,0.00159816590960201,0.025222754491678,-1.17132782421021,"treA","gene:ECOLIN_07040",0.23661505767353,0.166083954150374
"281",-0.499882464687102,-0.744019046236771,-0.255745883137432,6.85461639038664,-4.64706398467336,0.00127720126725085,0.0229006086153376,-1.19804129152783,"lacZ","gene:ECOLIN_02120",0.231823843101833,0.124559480382485
"305",-0.453761697008987,-0.68411236775301,-0.223411026264963,9.02453808336197,-4.47076622338144,0.0016369654879628,0.025660540081579,-1.36371516065966,"bssR","gene:ECOLIN_04320",0.203637154764299,0.11752585242042
"315",1.46522563337567,0.636346818943609,2.29410444780773,2.56188505423049,4.01196446121708,0.00318927065890709,0.0382382838690669,-1.42050402967824,"rpmE","gene:ECOLIN_21915",0.194582579799754,0.422897354302073
"317",-1.01392780416664,-1.56978005020971,-0.458075558123569,4.47319824599113,-4.13991359220198,0.00263996645362318,0.0342163249855072,-1.42603173511076,"gntK","gene:ECOLIN_19025",0.193717738978104,0.283598084715853
"321",-0.648508776057936,-0.964048553031602,-0.33296899908427,12.7623747967131,-4.66450273848704,0.00124653695513386,0.022505569929265,-1.45483920167805,"eno","gene:ECOLIN_14985",0.189257925198765,0.160989682129421
"322",-0.484573915606957,-0.731861450118218,-0.237286381095696,7.86235448525406,-4.44735110385703,0.00169239794765719,0.0260024055534085,-1.45681685799736,"potG","gene:ECOLIN_04425",0.188954661339925,0.126167109444521
"324",-0.54547163417886,-0.832579452455626,-0.258363815902093,6.21103448341059,-4.3119206599317,0.00205510292691253,0.0290721877465675,-1.46385122142759,"katE","gene:ECOLIN_09340",0.187878997530102,0.146483580753452
"325",0.605677643204469,0.295627980831323,0.915727305577616,5.43947014765627,4.43357326396939,0.0017259528814574,0.0262491348748295,-1.46985781142906,"fliA","gene:ECOLIN_10615",0.186964226892297,0.158188603251605
"329",0.685714752475189,0.340264446241773,1.0311650587086,7.9172412024924,4.50506975627656,0.00155924253763997,0.0248621490537783,-1.49965105268988,"metL","gene:ECOLIN_21985",0.182477573827107,0.176250156241539
"341",-0.434434643898337,-0.663398630403855,-0.205470657392819,7.75984267676046,-4.3062662853924,0.00207195159041729,0.0292214449226025,-1.60410224958672,"znuC","gene:ECOLIN_09980",0.167409049558037,0.116818360461999
"343",1.66576836390627,0.782968107175136,2.5485686206374,6.01811147870021,4.28248418640181,0.00214445049845585,0.0298610403969435,-1.61765423440164,"sdhA","gene:ECOLIN_03745",0.16552863405414,0.450408294250577
"345",-0.825291635169506,-1.28696743131401,-0.363615839024998,4.54450018919996,-4.05708349403448,0.00298282877405789,0.0369075346976763,-1.62784740550271,"csgB","gene:ECOLIN_05910",0.164125458516846,0.235548875583933
"348",-0.598292938997446,-0.906706083303189,-0.289879794691703,7.82790038378704,-4.40275589581155,0.00180361457722709,0.026909233563774,-1.64216017124486,"hisG","gene:ECOLIN_11520",0.162171341996439,0.157353645053951
"349",-1.22206297947215,-1.84349253519239,-0.600633423751917,10.5418456523397,-4.46318914528088,0.00165468721327756,0.0257642572805634,-1.65400537908928,"feoB","gene:ECOLIN_18830",0.160568345685043,0.31705589577563
"354",0.552136729402811,0.265308050282404,0.838965408523218,6.75765123878317,4.36885543732989,0.00189339000097601,0.0273686280514912,-1.68127360104964,"flgE","gene:ECOLIN_06085",0.156926896756506,0.146341162816534
"359",0.621042059982696,0.281781004062897,0.960303115902495,5.49239868436766,4.15461335908502,0.00258363654172556,0.033981569066017,-1.72152245461572,"sdhB","gene:ECOLIN_03750",0.151675165809179,0.173092375469285
"360",0.439373652296643,0.20823269784867,0.670514606744616,7.64364456248562,4.31420439541869,0.00204833953978182,0.0290651237449164,-1.74044216253143,"btuB","gene:ECOLIN_22160",0.149256780381253,0.117929058391823
"364",-0.643012796549492,-1.00878329919078,-0.277242293908199,5.58132745286277,-3.98983141689518,0.00329604713350284,0.0390754937167835,-1.77350438207,"narZ","gene:ECOLIN_08180",0.145107065935413,0.186617603388415
"369",0.987426764104778,0.41009023619523,1.56476329201433,5.43371510701926,3.88167765437546,0.00387529133928946,0.0427307568594613,-1.82101268172949,"tauB","gene:ECOLIN_02190",0.139312403550237,0.294559453015076
"374",-0.578718881344853,-0.911046109584249,-0.246391653105457,6.22405736084918,-3.95225844004862,0.00348610322176953,0.0404387973725265,-1.88267613084788,"hycD","gene:ECOLIN_14705",0.13208178992544,0.169554708285406
"387",-1.09550099873504,-1.73868931033265,-0.452312687137434,5.91191684122305,-3.8656118440752,0.00397016162095915,0.0433448233441188,-1.98769847308369,"narZ","gene:ECOLIN_07180",0.120500565738349,0.328157301835513
"389",0.478891043892557,0.209195573538826,0.748586514246288,4.78293694082778,4.03001508404884,0.00310491233083898,0.0374202421171243,-2.0032458453245,"fliM","gene:ECOLIN_10730",0.118862550085244,0.137599729772312
"392",0.410927898728177,0.185716045735948,0.636139751720407,7.85653466000103,4.14112168758086,0.00263528798175273,0.0342163249855072,-2.01937359885441,"rpmD","gene:ECOLIN_18310",0.117183777626404,0.114904006628689
"395",-0.380587525098491,-0.590837807983959,-0.170337242213023,7.98430536094277,-4.10829450900022,0.00276561646215912,0.0350613671705419,-2.06331675847876,"rseB","gene:ECOLIN_14055",0.112713696981549,0.107270552492586
"404",0.662989768142348,0.279198066155897,1.0467814701288,4.72823967608273,3.92062093380944,0.00365516267058091,0.0414668821307956,-2.11391200473822,"flgJ","gene:ECOLIN_06110",0.107751983252996,0.19581209285023
"406",-0.504059756071277,-0.796049663820319,-0.212069848322236,6.49241867127905,-3.91794010989038,0.00366988260517514,0.0415323299707626,-2.12595132368328,"znuB","gene:ECOLIN_09985",0.10659995938195,0.148974442729103
"411",0.726939114225022,0.29676777023067,1.15711045821937,4.87371759825605,3.83530732676211,0.00415587667819614,0.0446371939509956,-2.16541848291419,"emrB","gene:ECOLIN_14470",0.102899188843447,0.219475175507323
"418",0.732619621405585,0.285661683168315,1.17957755964286,4.7306109624572,3.72010758645513,0.0049502173166693,0.0505925294038448,-2.21683916421107,"nepI","gene:ECOLIN_20415",0.0982484854300925,0.22803976440677
"423",0.653225518832032,0.254192289249935,1.05225874841413,4.75773671873374,3.71533251480578,0.00498642519756368,0.0506280370168391,-2.23811189825786,"fliE","gene:ECOLIN_10690",0.0963798526916275,0.203588382439846
"444",0.374422327283945,0.158479419601805,0.590365234966085,7.22162895425587,3.93519631159484,0.00357622068362647,0.0409975676311734,-2.36091191313386,"modC","gene:ECOLIN_03950",0.0862023346265042,0.110174952899051
"458",0.355614517129561,0.150727332779525,0.560501701479598,7.14888106110211,3.93920240574012,0.00355484169351404,0.0409975676311734,-2.42784145026433,"rplW","gene:ECOLIN_18390",0.0810741362388655,0.104534277729611
"462",-0.628974356898412,-1.00425792912845,-0.253690784668376,4.71334365128612,-3.80379405067522,0.00435879095663643,0.0461753197232718,-2.44331203155349,"purE","gene:ECOLIN_02950",0.0799290050604811,0.191471210321447
"466",-0.770560552888451,-1.2682644288825,-0.272856676894406,3.31361048223947,-3.51381877136198,0.00679996795800748,0.0627273386185979,-2.45252527120646,"ECOLIN_23445","gene:ECOLIN_23445",0.0792540769976487,0.253930548976553
"467",-1.2062234073,-2.04769098230412,-0.364755832295878,1.46299859757531,-3.25337387789244,0.0102264733904431,0.0790847275527598,-2.45653037455731,"ECOLIN_21070","gene:ECOLIN_21070",0.0789623051821177,0.429320191328633
"489",0.578617525006383,0.208339800661837,0.948895249350928,4.02448645449527,3.54656240710244,0.00646349551621613,0.0605871094853391,-2.56424066774782,"flgA","gene:ECOLIN_06065",0.0714755906374646,0.188917206298238
"493",-0.48664339954991,-0.778542505533359,-0.194744293566462,6.47147032173353,-3.78374344388676,0.00449333495287602,0.0471698510890153,-2.59495763270168,"spr","gene:ECOLIN_12285",0.0694636444069576,0.148928115297678
"496",0.562717290588291,0.221043527942862,0.90439105323372,8.36627210963419,3.73785317960087,0.00481807274913373,0.0498238241787445,-2.62721662835997,"cysW","gene:ECOLIN_13430",0.0674072124780254,0.174323348288484
"499",-1.39900402053327,-2.38606614031704,-0.411941900749493,3.05946309649463,-3.21675575161377,0.0108367136845216,0.0811954684759748,-2.64419244748288,"ECOLIN_26470","gene:ECOLIN_26470",0.0663478583400809,0.503603122338661
"503",-2.23430950580576,-3.7989756282599,-0.669643383351609,-0.299662195238342,-3.24089725313163,0.0104302773863327,0.0796249485246944,-2.65612678570862,"ECOLIN_24285","gene:ECOLIN_24285",0.0656123910032552,0.798299042068443
"507",0.440262803150568,0.160852476265704,0.719673130035432,7.67747844646088,3.57612878167047,0.0061746944436626,0.0587102094643329,-2.67900030938499,"clpS","gene:ECOLIN_04570",0.0642239308617447,0.142556289226971
"514",0.706208738268607,0.250899869611491,1.16151760692572,3.83444187253864,3.52022632426688,0.0067327047431972,0.06247950001687,-2.71707257306001,"ECOLIN_22215","gene:ECOLIN_22215",0.0619734274983254,0.232300443192407
"516",0.368922013235359,0.137364360279864,0.600479666190854,7.49153060818979,3.61592188646161,0.00580725835058803,0.0559038978147893,-2.72912535323354,"cysE","gene:ECOLIN_19905",0.0612764546441443,0.118141659671171
"518",-0.372385949062833,-0.60986512907867,-0.134906769046996,7.63300723492343,-3.55886368887025,0.00634164953428499,0.0598074265021999,-2.74236847833682,"treF","gene:ECOLIN_19460",0.060519099582372,0.121162846946856
"526",-0.590810521231345,-0.978726582536569,-0.202894459926122,6.41660384046276,-3.45663933838625,0.00743237486660931,0.0656232772626944,-2.80061748689366,"malG","gene:ECOLIN_22530",0.0572908171907952,0.197916357808787
"528",0.339765917157653,0.131617004006258,0.547914830309047,8.15953778796474,3.70466781960079,0.00506830572141265,0.0510128818814635,-2.80768235649772,"rimM","gene:ECOLIN_14235",0.0569104448854011,0.106198425077242
"532",-1.4643661028748,-2.59082345247672,-0.33790875327289,0.802077249674861,-2.95038385836121,0.0165812923201268,0.10524924263391,-2.83387844293852,"ECOLIN_15970","gene:ECOLIN_15970",0.0555206687057995,0.574723137551997
"554",-0.630327219308951,-1.02420775778036,-0.236446680837537,9.53837025600865,-3.63199421085216,0.00566544491687979,0.0548042853215521,-2.90254489647576,"pgi","gene:ECOLIN_22490",0.0520279030484701,0.200959458403783
"565",0.318353797411504,0.120799205332651,0.515908389490357,11.4127984274474,3.65734992550477,0.00544909044650897,0.0535521495145522,-2.98791656022267,"rpsA","gene:ECOLIN_04710",0.0479747576042843,0.100793159223905
"582",0.393091705422039,0.123113307106437,0.663070103737641,3.82791714917412,3.30452066739477,0.0094333760392246,0.0755973485699519,-3.03802551632075,"fliL","gene:ECOLIN_10725",0.0457372706066231,0.137744080773266
"583",-0.990942174859475,-1.76705309657996,-0.214831253138986,2.79494973925992,-2.89779812109197,0.0180458064010221,0.112242013003676,-3.04143256243725,"glpT","gene:ECOLIN_12595",0.0455887987417628,0.395974960061474
"596",-0.580857526065126,-0.965200299019075,-0.196514753111176,7.02899301726915,-3.43000308483148,0.00774774889053433,0.0669451673223078,-3.10779021702981,"hisH","gene:ECOLIN_11540",0.0427870574231368,0.196093251507117
"597",-0.325542835988292,-0.535745242131842,-0.115340429844743,8.6288230509623,-3.51490886078983,0.00678847513255471,0.0627273386185979,-3.1080725589226,"modA","gene:ECOLIN_03940",0.0427754952294199,0.107246125583444
"598",0.393705113939024,0.120919202763122,0.666491025114927,4.54375850567886,3.27561407693723,0.00987339947197834,0.0774803840699936,-3.11293131037417,"ilvM","gene:ECOLIN_20925",0.0425769913711219,0.139176485293828
"599",-0.407175258404151,-0.677190307157049,-0.137160209651253,7.16286295137016,-3.42244927669119,0.00783971469085966,0.0671149006745182,-3.11320171980797,"gcvR","gene:ECOLIN_13660",0.042565969712619,0.137762779975968
"612",-0.888786031577424,-1.50426621433963,-0.273305848815221,6.84799225786774,-3.27737967002839,0.00984591935108864,0.0774323148966971,-3.18367002425839,"glk","gene:ECOLIN_13260",0.0397848944335404,0.314020501409287
"622",0.466467846520132,0.148559427753716,0.784376265286548,6.83658622270834,3.33014614690292,0.00906039725949618,0.0741450498837077,-3.22177511966837,"sucC","gene:ECOLIN_03765",0.0383544593820894,0.162198172840008
"624",0.281535460962365,0.0974050167852507,0.465665905139479,9.89451696673216,3.47017288999475,0.00727731958723903,0.0649360824707483,-3.22357713897497,"cysJ","gene:ECOLIN_14900",0.0382880500560197,0.0939441041719971
"627",0.850014650853476,0.20270008440375,1.4973292173032,3.38991098102753,2.9802633376316,0.0158041258277045,0.102132512312742,-3.23471297766558,"nusA","gene:ECOLIN_17615",0.0378801070404258,0.330262533902921
"639",0.894789691096866,0.281066605212505,1.50851277698123,5.53169321246899,3.30896459881594,0.00936756426300779,0.0753611750958306,-3.2648041317487,"ECOLIN_22205","gene:ECOLIN_22205",0.0367985502119118,0.313124023410388
"641",-0.389286177722341,-0.669966604177187,-0.108605751267495,5.48319435180887,-3.14775168367952,0.0120916992903179,0.0873917207275314,-3.26915714782694,"ggt","gene:ECOLIN_19065",0.0366445708106071,0.143204299211656
"652",-0.587442763348514,-1.00200594457517,-0.172879582121863,5.12711456733625,-3.21601776314114,0.0108493944946346,0.0811954684759748,-3.29678783594538,"argD","gene:ECOLIN_18600",0.035681549929997,0.211511827156455
"654",-0.476686001396821,-0.829508336556705,-0.123863666236937,5.65206106640166,-3.06633738062173,0.013768362348234,0.0949260048971852,-3.30685258309348,"moaC","gene:ECOLIN_04055",0.0353368520847148,0.180011395489737
"662",-0.783452374709698,-1.3137026892095,-0.253202060209896,8.24952328314768,-3.35332213349657,0.00873632172975886,0.0721849315134753,-3.31940870789571,"hisD","gene:ECOLIN_11525",0.0349113251777553,0.270535874744797
"664",0.37440441671816,0.112576063995956,0.636232769440364,7.12642001627616,3.24539751217119,0.0103562832300796,0.0794267011364786,-3.32543872168825,"murB","gene:ECOLIN_22185",0.0347087275870339,0.133585894246022
"666",-0.324791130488057,-0.547506442515005,-0.102075818461109,8.24296839812057,-3.3097690717671,0.0093557018154015,0.0753611750958306,-3.33033680302491,"sirA","gene:ECOLIN_10545",0.0345449955922996,0.113630261238239
"667",0.673950177134668,0.155744995223581,1.19215535904575,3.22399386193743,2.95168256010641,0.016546709299212,0.105243312900331,-3.33034074825702,"flhB","gene:ECOLIN_10385",0.0345448640125846,0.264390398934228
"669",0.291937518455617,0.0998506012405313,0.484024435670703,12.619868243903,3.44933785338167,0.00751746320944281,0.0659376735194983,-3.34014517592514,"fusA","gene:ECOLIN_18500",0.0342193595366382,0.0980035291913703
"680",0.355941746253208,0.115839485943386,0.59604400656303,10.2367180594924,3.36454458155706,0.00858376873072543,0.0716303700816211,-3.39536424022989,"rpsN","gene:ECOLIN_18335",0.032440658174256,0.122501153219297
"681",0.554421072940038,0.142504653473857,0.966337492406218,4.47679063676162,3.05473987628378,0.0140260777659087,0.0954266874396136,-3.39625963290075,"secD","gene:ECOLIN_02395",0.032412565117638,0.210161438503153
"682",-0.289621629522692,-0.488292918508799,-0.090950340536585,9.2133818700508,-3.30856363631475,0.00937348255841885,0.0753611750958306,-3.39782107934439,"frr","gene:ECOLIN_00905",0.0323636307862524,0.101362902543932
"690",-0.379723581692684,-0.651196635499194,-0.108250527886174,5.88524788806992,-3.17456664834115,0.0115869837096139,0.0845339692022145,-3.42559044751933,"aphA","gene:ECOLIN_22720",0.0315052016663927,0.138506660105362
"691",-0.843119210089297,-1.58092612506279,-0.105312295115803,2.54328049992515,-2.59352161793156,0.0295358301374154,0.152442994257628,-3.42677287429847,"emrD","gene:ECOLIN_20475",0.0314691427022045,0.376432099476272
"695",0.653212272386803,0.135538488743397,1.17088605603021,2.95880605333025,2.86379398659867,0.0190628593137929,0.116547559715562,-3.45307133037092,"fliP","gene:ECOLIN_10745",0.0306773976063922,0.264119277369085
"699",0.497121251346224,0.141084960198537,0.853157542493911,5.24227691362347,3.16892287714448,0.0116913650661088,0.0851615916903373,-3.47326364896107,"flgF","gene:ECOLIN_06090",0.0300826097090022,0.181651168952902
"701",-1.26856221278126,-2.42368844446733,-0.113435981095197,1.9891544905211,-2.49244700720297,0.03481023192901,0.166343435788472,-3.48931154586172,"tnaA","gene:ECOLIN_20625",0.0296178844027799,0.589350118207177
"706",-0.450506292086398,-0.770824509396968,-0.130188074775829,8.18971510990292,-3.19199962173163,0.0112706275044778,0.0835088014602051,-3.49886856487283,"panB","gene:ECOLIN_00705",0.0293444406520808,0.163427661893148
"711",-0.333909485671041,-0.576917173159447,-0.0909017981826362,7.67929373286842,-3.11854742555377,0.0126673924703403,0.0895986296682606,-3.52077319045571,"adhP","gene:ECOLIN_08225",0.0287269147517892,0.123983514024697
"712",0.294043560243148,0.0887473897244287,0.499339730761868,9.93257652581851,3.25068160091919,0.0102700979467954,0.0792600003246289,-3.52272882907942,"secA","gene:ECOLIN_00485",0.0286723994113191,0.104742944142204
"713",-0.335014329791711,-0.570929412395935,-0.0990992471874876,9.43035438413027,-3.22293306150393,0.0107311717324926,0.0808322026603342,-3.52358548461262,"asnB","gene:ECOLIN_03505",0.0286485509344334,0.120364838063379
"724",-1.38509397320593,-2.3720168188249,-0.398171127586957,8.7355577772742,-3.18522155699025,0.0113925499461447,0.0837740598258499,-3.54891829448211,"feoA","gene:ECOLIN_18825",0.0279519494104936,0.503532064091313
"727",-0.49259311103498,-0.842813303318315,-0.142372918751644,9.09315645589025,-3.19220490623825,0.0112669560997006,0.0835088014602051,-3.55180184622407,"glnH","gene:ECOLIN_04200",0.0278737080245777,0.17868377157313
"739",0.322547773021748,0.0965543706089385,0.548541175434558,10.0051237962526,3.23923082099206,0.010457816573048,0.0796249485246944,-3.59088447084411,"rplX","gene:ECOLIN_18345",0.0268340120905999,0.115302756333066
"741",0.294834306345145,0.0820136397876943,0.507654972902595,6.37039071308361,3.14418307587295,0.0121605671649871,0.0875180803058999,-3.5954637643318,"hmuV","gene:ECOLIN_19400",0.0267146874162665,0.108581972733393
