#KEY	SRR10197193_2	SRR10197194_2	SRR10197195_2	SRR10197196_2	SRR10197197_2	SRR10197198_2	SRR10197199_2	SRR10197200_2	SRR10197201_2	SRR10197202_2	SRR10197203_2	SRR10197204_2
FBgn0000003	0	0	0	0	2	0	0	0	0	0	0	0
FBgn0000008	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000014	9	14	20	21	2	33	31	33	0	25	3	1
FBgn0000015	7848	7069	5703	5086	6981	6721	12234	12153	5430	6550	5788	5718
FBgn0000017	378	328	238	226	211	264	701	311	182	164	70	177
FBgn0000018	1778	1260	1052	678	957	985	1573	1592	550	728	607	702
FBgn0000022	436	537	248	280	339	360	1184	785	213	432	251	176
FBgn0000024	1155	1285	1241	1006	1095	823	1429	1341	749	759	864	755
FBgn0000028	2202	2290	1650	1586	1327	1689	4930	2701	1089	1617	947	1135
FBgn0000032	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000036	52	80	104	78	75	100	92	81	92	122	105	72
FBgn0000037	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000038	2278	1867	1378	1398	2381	2056	2466	2791	1986	1648	1336	1395
FBgn0000039	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000042	62	49	79	81	142	37	116	108	103	37	102	30
FBgn0000043	5646	6227	4018	4839	7395	6493	6732	7140	5504	3596	3556	2981
FBgn0000044	0	0	0	0	1	0	0	0	0	0	0	0
FBgn0000045	35	1	8	24	12	65	69	23	26	2	22	7
FBgn0000046	1	1	0	0	0	0	1	0	0	1	0	0
FBgn0000047	586	354	407	345	800	376	634	570	542	353	351	303
FBgn0000052	8637	7873	6158	5432	5540	6353	14272	13091	4820	6123	3678	4321
FBgn0000053	4820	3353	3324	3224	3835	3461	5017	5583	3297	2232	2162	2325
FBgn0000055	536	409	378	312	518	654	407	657	477	302	335	304
FBgn0000056	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000057	2	1	1	0	12	10	0	0	0	0	0	0
FBgn0000061	0	12	6	8	15	16	1	10	11	5	69	29
FBgn0000063	0	0	0	14	5	0	0	11	0	0	22	0
FBgn0000064	1152	813	670	910	902	390	707	1142	768	397	506	1105
FBgn0000071	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000075	1005	408	447	361	78	109	639	394	24	220	415	237
FBgn0000077	1	0	0	1	0	0	25	5	10	20	0	1
FBgn0000078	22	8	20	10	10	0	38	58	8	13	7	3
FBgn0000079	4	8	8	15	7	3	2	3	10	1	1	0
FBgn0000083	182	252	167	115	166	69	581	231	107	116	54	98
FBgn0000084	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000092	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000094	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000097	5823	4270	3987	3242	3765	3114	9015	6336	3091	4063	2824	2480
FBgn0000100	0	0	0	0	0	0	1	1	0	0	0	1
FBgn0000108	74	279	65	92	115	134	475	201	136	173	79	89
FBgn0000109	227	122	261	127	433	346	528	517	416	353	377	221
FBgn0000114	24283	22850	20146	14522	13458	15347	45203	27467	10194	14652	9714	11221
FBgn0000115	1811	1639	1151	1210	870	943	2372	2079	867	1021	707	512
FBgn0000116	2448	2353	1410	1137	1338	1483	3119	2554	933	1178	956	832
FBgn0000117	188	79	144	87	430	139	137	257	57	80	60	214
FBgn0000119	6497	5218	4735	3907	4609	5071	11686	8740	4813	5235	4753	3867
FBgn0000120	23645	18944	16591	17456	31234	19913	25513	35175	29404	19349	18549	15612
FBgn0000121	4	14	2	10	9	1	14	14	5	5	26	10
FBgn0000137	28	5	10	3	3	0	15	5	0	2	2	3
FBgn0000139	2022	1580	1571	1250	1363	1334	2637	2250	1054	1145	707	952
FBgn0000140	32	1	0	0	1	0	15	1	0	1	0	7
FBgn0000146	3532	3994	3805	2790	2390	2817	8733	6467	2024	2957	1619	1901
FBgn0000147	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000150	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000152	944	976	927	667	903	660	2155	1997	876	716	624	709
FBgn0000153	1622	1452	1513	1393	4658	1713	2243	2962	2585	1865	2221	1553
FBgn0000157	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000158	0	17	1	2	8	0	20	8	14	0	0	1
FBgn0000163	1626	906	551	873	824	1274	2728	1676	681	1497	1050	1354
FBgn0000166	0	4	0	0	0	0	0	0	0	0	0	14
FBgn0000173	1	1	0	0	0	0	0	0	0	1	0	0
FBgn0000179	268	263	384	307	598	521	404	374	472	306	276	250
FBgn0000180	245	197	258	292	372	85	234	455	124	271	94	174
FBgn0000181	13	16	3	8	8	15	14	27	24	10	18	9
FBgn0000182	0	0	12	0	0	1	0	0	0	22	0	1
FBgn0000183	11283	9516	7837	6403	6777	7587	16006	11491	4063	5781	4278	5106
FBgn0000206	58	37	81	60	132	65	99	78	103	90	82	20
FBgn0000212	2385	1985	1617	1541	2472	2854	2363	4264	3164	2479	2571	1730
FBgn0000216	0	0	0	0	0	0	0	0	1	0	0	0
FBgn0000221	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0000227	0	2	0	152	316	28	283	791	0	107	0	300
FBgn0000228	5362	4514	3373	3971	3282	3754	9053	7807	2646	3212	2525	2687
FBgn0000229	2294	2351	2404	2241	3218	2714	3514	4742	2932	2254	1912	2044
FBgn0000233	0	0	0	0	0	1	0	0	0	0	0	0
FBgn0000239	15573	14996	12276	9696	13827	12544	25636	20146	11920	10537	8279	8306
FBgn0000241	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000244	3607	2578	3331	3145	5073	4483	5146	6391	5279	2604	3408	2007
FBgn0000246	0	1	13	0	0	10	0	0	0	2	8	0
FBgn0000247	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000250	5819	4860	3981	3522	4026	4001	9332	6662	3727	4707	3319	3188
FBgn0000251	3808	2978	1910	1466	1285	1766	4305	3674	1032	1806	1403	1064
FBgn0000253	1	11	37	3	5	1	27	62	6	4	16	0
FBgn0000256	3384	2992	2282	2156	2842	2564	4545	3980	2098	1991	1464	1509
FBgn0000257	659	432	361	397	660	608	920	744	487	316	328	263
FBgn0000259	6098	5276	3414	3530	2238	3670	8702	5842	2104	3009	2068	1865
FBgn0000261	2611	1734	1869	1154	2211	1761	3556	1824	1544	1121	966	1015
FBgn0000273	10415	9230	7215	6978	8947	9229	13878	12704	7416	7513	5598	5249
FBgn0000274	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000276	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000277	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000278	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000279	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000280	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000281	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000283	32	18	24	8	0	0	0	11	4	1	18	18
FBgn0000286	4777	3997	3492	2821	4917	4352	7248	6125	3427	2784	3092	2504
FBgn0000287	264	343	324	272	397	287	430	247	190	262	236	117
FBgn0000289	1442	793	728	709	761	1095	2225	1458	867	1059	554	684
FBgn0000299	16804	15212	17753	16089	26919	30630	27557	30271	24540	15312	16857	11951
FBgn0000303	26	9	43	27	17	0	8	10	8	73	0	34
FBgn0000307	6173	5843	4380	3506	3236	3345	11762	6525	2418	3332	2312	2503
FBgn0000308	12882	8806	10964	8219	14780	13027	17094	19161	12931	10532	9597	8338
FBgn0000316	0	11	0	0	0	0	0	0	8	0	0	0
FBgn0000317	5333	5415	3901	4089	4136	4483	10321	7697	3474	4299	2997	3262
FBgn0000318	1508	905	1314	1049	1168	2539	3367	3510	2716	2139	2087	2265
FBgn0000319	6180	5260	5343	3913	5562	4819	10121	7879	4593	4848	3948	3602
FBgn0000320	748	784	504	669	984	745	972	1353	650	520	426	503
FBgn0000326	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000330	0	0	0	0	0	0	0	0	1	0	0	0
FBgn0000337	68010	46762	47240	40209	47100	42111	69480	108904	54977	48873	60982	48228
FBgn0000339	2355	1912	1801	1660	1825	2435	3049	4208	1935	2104	1389	1311
FBgn0000346	189	203	139	108	142	174	160	232	250	118	110	35
FBgn0000351	830	700	501	496	235	205	1260	720	109	461	211	200
FBgn0000352	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000355	19	18	0	6	5	13	15	7	0	4	7	0
FBgn0000356	2221	2188	1346	1503	3828	2884	2937	3434	2989	1961	2603	1765
FBgn0000357	3510	3973	2189	3218	5688	5139	6936	4830	5466	3571	4398	3302
FBgn0000358	5582	5045	5495	4974	7740	7238	6703	8050	6552	4598	6141	4105
FBgn0000359	448	407	306	204	500	539	858	830	411	381	334	269
FBgn0000360	336	368	293	327	423	467	864	669	388	444	306	355
FBgn0000370	21005	17391	14423	12023	20282	15283	21197	25210	14797	14546	14504	9741
FBgn0000376	0	4	0	0	0	1	14	7	1	3	1	1
FBgn0000377	20	34	24	3	32	30	19	58	13	6	1	17
FBgn0000382	4426	3742	2882	2537	3168	3069	5912	5015	2814	2629	2514	2466
FBgn0000384	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000392	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000394	0	0	0	0	0	0	1	1	0	0	0	1
FBgn0000395	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000404	172	197	70	103	57	225	246	248	132	145	112	283
FBgn0000405	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000406	23033	23248	18657	13605	29381	26490	34495	31998	28694	11825	20855	10458
FBgn0000411	1	0	0	0	0	1	0	0	0	0	0	0
FBgn0000412	0	0	12	0	26	1	18	0	0	31	2	43
FBgn0000414	2784	3134	2517	2710	8244	10534	7730	5492	13369	10525	17146	15503
FBgn0000416	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000422	1279	1190	970	1074	1485	1549	2166	1686	1527	1558	956	808
FBgn0000426	546	535	636	642	595	806	853	921	495	530	526	345
FBgn0000427	16	5	22	12	7	4	22	22	10	7	13	25
FBgn0000439	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000442	11	6	0	0	0	18	17	12	36	11	8	34
FBgn0000447	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000448	101	80	143	182	247	247	203	371	125	169	154	94
FBgn0000449	81	17	24	66	44	38	35	113	24	46	5	37
FBgn0000451	8	5	0	0	0	14	0	0	7	0	0	9
FBgn0000454	9	13	1	0	3	0	0	3	0	0	5	1
FBgn0000455	1	0	1	0	0	0	1	0	0	0	0	0
FBgn0000459	25074	22169	18165	14844	20869	29580	42763	32076	24586	21584	20275	21007
FBgn0000463	0	0	5	0	0	0	2	0	1	0	0	0
FBgn0000464	321	286	221	218	327	243	394	431	239	198	156	143
FBgn0000473	819	859	515	432	541	306	1502	781	488	601	369	498
FBgn0000477	14	0	0	1	4	0	0	0	0	0	0	0
FBgn0000479	13183	10420	8862	7993	9528	9090	17756	13234	7993	7884	6803	5725
FBgn0000482	63	120	56	56	77	100	82	107	64	108	22	40
FBgn0000489	489	490	280	355	636	657	956	679	537	461	388	348
FBgn0000490	1248	1042	1071	1193	1580	1112	1684	2315	1445	1341	759	1183
FBgn0000492	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000499	1	0	1	0	1	0	2	12	0	1	0	6
FBgn0000500	0	0	0	4	10	13	18	8	6	6	0	0
FBgn0000504	0	18	16	16	13	43	0	11	3	2	15	19
FBgn0000520	0	3	0	0	0	0	0	0	0	0	0	0
FBgn0000524	1	1	7	1	35	2	4	7	14	5	9	2
FBgn0000527	0	0	0	0	0	10	0	1	0	0	0	0
FBgn0000529	10	16	0	0	29	37	90	43	0	54	2	44
FBgn0000533	0	6	6	8	28	0	0	8	0	0	0	0
FBgn0000535	3135	2276	2387	1798	2477	1909	3873	2981	1832	2472	1884	2189
FBgn0000536	1889	2118	1852	1841	2077	2173	4285	2492	1580	1960	1778	1212
FBgn0000541	18794	17362	11919	9687	9921	10796	34201	19955	7732	9614	7157	7201
FBgn0000542	10404	8533	6634	6826	7337	8039	14324	12380	6217	6681	4215	4323
FBgn0000543	1090	1143	951	870	966	695	2951	1826	879	1197	720	717
FBgn0000546	1130	909	1098	1035	1784	1414	1599	2171	992	1055	751	1296
FBgn0000547	7467	6980	5287	5506	6583	5281	13390	8135	4416	5552	3665	4416
FBgn0000551	402	426	403	433	363	460	679	723	403	443	294	132
FBgn0000552	121	77	83	70	77	147	122	208	125	108	79	88
FBgn0000557	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000559	439514	355834	328021	294857	397767	356258	550397	529058	285676	283897	262439	240110
FBgn0000560	1375	906	817	776	503	714	2520	1612	819	1254	764	643
FBgn0000562	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000564	2157	1727	1669	1096	1525	1302	2551	1773	841	1112	770	604
FBgn0000565	226	245	227	138	196	391	355	416	354	152	221	132
FBgn0000566	117	58	46	58	85	21	52	60	84	23	44	35
FBgn0000567	300	233	226	229	244	241	287	433	183	235	220	176
FBgn0000568	1132	1400	1393	1466	1447	1818	3004	2574	1716	1432	1362	1160
FBgn0000575	3655	2991	3343	2869	3889	3815	5177	5581	4189	3330	3446	2686
FBgn0000576	0	0	0	1	0	0	0	11	0	1	0	0
FBgn0000577	11	9	18	0	0	10	0	0	13	5	18	4
FBgn0000578	1	0	20	9	0	0	1	27	6	12	0	1
FBgn0000579	60440	49500	47483	38305	55143	54500	92863	82831	55496	50755	49804	38076
FBgn0000581	3686	3230	3155	2546	3433	3269	5265	5046	2694	3020	2899	2267
FBgn0000588	1938	1351	1105	558	836	890	2959	1525	471	1048	650	560
FBgn0000591	2	0	0	0	0	0	1	0	1	0	11	6
FBgn0000592	1	0	9	0	0	0	0	9	8	0	1	14
FBgn0000594	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000606	87	166	91	74	22	31	282	175	48	45	19	43
FBgn0000611	1377	1600	1366	1269	1899	1658	1137	1780	1430	929	980	904
FBgn0000615	1648	1262	1326	976	1079	1592	2721	2808	1505	1497	1504	1035
FBgn0000617	131	126	50	79	97	70	127	136	105	82	46	10
FBgn0000618	363	472	425	192	85	299	1095	738	154	196	145	157
FBgn0000625	404	336	373	222	152	306	567	436	216	261	211	308
FBgn0000629	519	300	200	137	164	317	152	258	270	120	169	164
FBgn0000633	1249	1166	937	761	1058	805	2273	1539	787	901	709	648
FBgn0000635	10018	7384	7614	7385	5645	7168	10916	19269	9190	8538	10371	8592
FBgn0000636	3844	3459	3311	2671	4207	3744	4129	4161	3152	2693	2629	2802
FBgn0000639	8	13	11	10	30	10	12	35	40	30	0	13
FBgn0000640	0	0	0	0	0	2	14	0	0	14	0	0
FBgn0000644	14	13	15	16	20	43	28	8	36	4	25	17
FBgn0000658	50	75	1	68	83	61	112	41	33	45	10	20
FBgn0000659	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000662	0	0	0	3	0	1	0	0	0	0	0	0
FBgn0000667	159	163	242	203	404	234	241	332	127	218	122	145
FBgn0000709	1	9	10	0	0	0	0	0	0	2	2	0
FBgn0000711	169	241	291	188	218	199	623	482	176	198	203	253
FBgn0000715	0	1	1	0	0	0	8	1	0	0	1	0
FBgn0000719	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000721	14744	13817	11616	10341	13312	13639	24711	20576	10771	8927	7917	6792
FBgn0000723	0	0	0	1	7	0	0	0	9	0	0	0
FBgn0000808	0	10	14	12	24	30	0	18	7	2	29	0
FBgn0000810	3624	3203	2731	2208	2409	2164	6078	4747	1950	2493	1747	1898
FBgn0000826	3733	4163	2312	2886	2806	2596	4827	3679	1962	2085	1610	1986
FBgn0000927	1	0	0	0	0	0	0	1	0	0	0	0
FBgn0000928	0	0	0	1	0	0	0	0	0	0	0	0
FBgn0000964	4245	3875	4873	3803	4202	5533	7089	7075	3770	3787	2915	3207
FBgn0000996	886	963	751	648	1023	606	1969	1552	837	759	621	663
FBgn0001075	247	235	418	554	1029	101	232	247	492	516	263	409
FBgn0001077	23	12	2	16	0	18	0	19	5	0	19	0
FBgn0001078	6	12	0	18	22	50	72	20	12	2	23	17
FBgn0001079	76	24	25	0	44	34	1	138	15	80	42	32
FBgn0001083	15	31	0	0	1	1	6	2	2	0	0	0
FBgn0001084	316	183	276	83	180	96	347	187	100	151	43	100
FBgn0001085	343	142	107	25	40	80	168	295	27	101	55	39
FBgn0001086	3398	4543	1713	1700	1649	1753	7982	3732	1019	2479	1081	1203
FBgn0001087	1035	1041	995	811	1135	1132	1855	1640	1250	902	634	655
FBgn0001089	661	483	540	696	1235	1275	1009	1271	642	563	716	607
FBgn0001090	820	678	565	669	1086	1025	989	1512	682	1061	600	566
FBgn0001091	14	36	2	30	1	19	1	25	55	13	17	19
FBgn0001092	16	0	0	13	20	0	0	0	0	0	16	1
FBgn0001098	1	1	0	0	0	0	0	0	0	0	0	0
FBgn0001099	435	730	610	552	681	828	875	1640	1051	647	691	626
FBgn0001104	260	297	295	165	242	248	862	487	225	307	118	69
FBgn0001105	41	39	18	14	131	5	85	108	66	38	6	42
FBgn0001108	573	610	652	380	515	815	833	1145	533	494	470	410
FBgn0001112	1573	1656	1644	1267	1885	1251	3309	2789	1899	1811	1314	1224
FBgn0001114	9122	8416	6687	7888	12591	13364	17608	16401	14760	7031	8983	4293
FBgn0001120	40	7	14	5	51	32	23	31	5	16	14	8
FBgn0001122	899	1068	812	975	796	1066	1400	1886	1196	877	675	750
FBgn0001123	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0001124	52	53	30	26	55	39	13	67	12	12	44	25
FBgn0001125	10713	7704	7356	5918	7856	9144	18326	13124	7029	7876	6244	5693
FBgn0001128	13213	13969	9893	12878	17033	18703	25326	24857	19016	13587	15160	11306
FBgn0001133	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0001134	336	385	288	238	306	131	686	376	274	166	287	124
FBgn0001137	2389	2250	1520	1763	3069	2164	3941	3319	1524	2309	1743	1499
FBgn0001138	644	411	211	403	293	387	871	563	284	318	229	134
FBgn0001139	11	8	7	7	40	25	9	11	39	104	59	60
FBgn0001142	9353	8076	8239	6668	13166	13612	13719	14338	14246	10605	11260	10983
FBgn0001145	75	38	57	65	44	44	50	49	31	30	39	68
FBgn0001147	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0001148	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0001149	0	0	0	0	0	7	0	0	0	0	0	0
FBgn0001150	15	0	0	16	0	0	1	11	0	0	0	1
FBgn0001168	0	0	1	0	0	2	5	4	6	3	15	2
FBgn0001169	4718	4815	3192	3324	3854	3387	9006	5754	3019	3502	2161	2247
FBgn0001170	23	14	33	17	41	23	92	20	2	18	15	1
FBgn0001174	0	1	0	68	214	14	29	1207	22	97	0	230
FBgn0001179	2812	2263	1826	1807	1721	2055	2337	7076	2490	3406	2574	2817
FBgn0001180	0	0	0	7	0	0	0	7	13	0	0	0
FBgn0001185	898	702	603	527	613	459	1328	1048	695	546	452	376
FBgn0001186	0	39	25	0	1	14	31	9	1	12	48	18
FBgn0001187	0	0	1	0	30	2	0	0	0	19	0	4
FBgn0001189	341	304	243	342	258	434	512	779	264	293	203	223
FBgn0001197	277	197	151	166	315	298	378	356	285	142	343	200
FBgn0001202	1501	1439	1317	1308	1463	1337	2646	1850	1401	1289	1149	878
FBgn0001206	9	16	50	30	13	40	79	42	56	41	91	22
FBgn0001208	89	98	99	44	118	122	137	173	53	56	28	22
FBgn0001215	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0001216	39	67	39	24	36	94	78	130	112	49	7	25
FBgn0001217	295	262	256	142	123	173	333	526	74	224	58	102
FBgn0001218	1352	1259	1124	1126	1894	1690	1471	1465	1456	1039	717	641
FBgn0001220	2	0	1	0	0	0	0	2	0	1	0	0
FBgn0001222	86	55	64	51	90	72	45	115	47	102	14	51
FBgn0001223	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0001224	467	258	255	159	224	210	645	392	207	279	175	134
FBgn0001225	671	717	879	429	381	491	2165	1033	212	829	513	583
FBgn0001226	31	16	42	22	19	57	75	21	22	19	9	22
FBgn0001227	778	446	501	302	194	396	1819	887	78	768	574	422
FBgn0001228	20	17	22	2	16	5	9	15	3	8	0	0
FBgn0001229	93	47	73	55	21	55	39	110	65	28	43	78
FBgn0001230	14	2	1	0	2	0	2	1	5	0	1	1
FBgn0001233	183622	161675	126096	105664	106393	109409	284520	197236	94354	113428	91110	84966
FBgn0001234	12822	11791	9101	8117	9617	8176	19245	14148	6268	7617	6169	5996
FBgn0001235	395	413	376	357	440	360	1107	530	363	410	290	237
FBgn0001247	5676	5792	4389	4091	4193	4233	10140	8609	3668	4520	2869	3369
FBgn0001248	0	1	1	0	3	0	1	0	2	1	0	4
FBgn0001250	401	524	476	388	491	864	1135	965	567	646	432	515
FBgn0001253	261	134	259	167	258	153	326	178	126	110	65	34
FBgn0001254	2	22	0	18	10	0	0	0	12	19	0	261
FBgn0001255	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0001256	558	546	267	231	260	283	1339	662	139	456	214	158
FBgn0001257	1565	1515	1789	1408	2279	1992	2258	2751	1822	1750	1427	1401
FBgn0001258	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0001259	768	1006	967	613	1020	916	2011	1328	910	1218	442	785
FBgn0001263	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0001269	0	10	1	0	7	4	2	13	0	0	1	0
FBgn0001276	3437	3179	1944	1238	724	838	8148	4239	646	2359	1169	1224
FBgn0001280	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0001281	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0001285	0	0	0	0	0	0	1	0	0	0	0	0
FBgn0001291	0	14	1	9	1	8	1	7	2	1	1	23
FBgn0001296	0	0	0	17	0	0	0	1	0	10	0	0
FBgn0001297	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0001301	3441	3744	3478	2438	2560	2795	7094	4627	2201	2259	1502	1642
FBgn0001308	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0001311	6976	7473	6157	5173	5888	5830	15343	11295	7165	7161	5476	5604
FBgn0001313	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0001316	18322	16586	12677	11323	11274	12175	24786	17870	6870	9972	6288	7257
FBgn0001319	0	0	0	1	3	0	0	9	1	0	1	2
FBgn0001320	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0001321	291	265	185	204	251	295	451	512	163	215	144	183
FBgn0001323	4	0	0	4	0	12	0	18	0	0	15	0
FBgn0001324	146	191	156	62	171	305	381	265	218	108	189	119
FBgn0001325	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0001330	4487	3978	3035	2873	2629	3267	6116	5320	2688	2634	2823	2370
FBgn0001341	57	100	21	75	76	39	101	114	72	55	54	53
FBgn0001404	2963	1945	2390	1202	1817	1901	3627	2468	1146	1785	1421	1061
FBgn0001491	375	431	284	407	616	398	586	600	265	345	293	180
FBgn0001565	26	23	0	0	7	9	18	9	14	0	0	0
FBgn0001612	165	54	73	50	112	109	114	54	92	62	47	84
FBgn0001624	1414	1189	1467	1462	1991	2019	1894	2143	1465	1321	1459	1024
FBgn0001941	8547	10064	7298	6562	7031	7778	12181	14245	6913	5395	4245	4830
FBgn0001942	63092	62321	54327	52086	64256	53237	83701	78119	53987	50079	44608	41842
FBgn0001961	2344	1634	2281	1981	2158	2870	3686	4328	2107	2038	1629	1663
FBgn0001965	2164	2031	1530	1302	1336	1563	4832	2747	1359	1256	1175	973
FBgn0001967	1	1	0	0	1	0	1	1	0	0	0	0
FBgn0001970	1	5	5	5	0	2	18	4	7	6	2	4
FBgn0001977	1257	781	690	607	1098	1060	1817	1585	757	1119	790	773
FBgn0001978	5032	4596	3275	2982	2823	3245	9867	5718	2166	3490	2374	2540
FBgn0001981	173	375	170	346	472	440	309	569	426	368	280	200
FBgn0001983	16	0	40	27	50	2	0	0	39	48	37	3
FBgn0001986	4475	3494	2373	2436	2280	2595	6790	4898	2044	2784	1899	1522
FBgn0001987	1404	1544	1657	1489	1736	1859	1688	2045	1592	1383	1184	1006
FBgn0001989	2940	2528	2436	2227	3765	3021	5886	6415	5888	3971	3791	3376
FBgn0001990	2617	1794	1300	945	1408	1372	3776	2169	1068	1578	1034	1135
FBgn0001991	4664	4462	3008	3291	6716	5218	5395	6518	5540	3919	3850	2948
FBgn0001992	104	13	31	12	24	67	83	25	50	6	19	4
FBgn0001994	3723	3459	2168	2741	2787	2623	5606	4294	2292	2466	1376	1597
FBgn0001995	1080	1471	1397	1162	1707	1281	3135	2285	1396	1654	1019	1099
FBgn0002021	966	875	918	762	836	988	1841	1342	870	1071	783	768
FBgn0002022	2473	2055	1940	1575	2676	1814	3891	2937	2157	1901	1692	1926
FBgn0002023	35	67	105	50	80	31	98	89	44	84	100	90
FBgn0002031	5368	4776	4040	3501	4217	5269	8606	7888	4000	4551	3515	3448
FBgn0002036	1719	1820	1568	1377	2037	1615	2619	2660	2069	1691	1504	1330
FBgn0002044	5488	4650	3955	3337	3704	3162	8098	5824	3011	3278	1947	2304
FBgn0002069	51	9	0	4	25	2	13	0	0	0	0	0
FBgn0002121	17639	19383	13272	13335	12775	13031	24475	21166	9785	9539	7093	6900
FBgn0002174	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0002183	10344	10331	7082	5908	5901	5322	17262	10324	4467	6197	4284	4718
FBgn0002283	4	31	9	47	5	29	130	60	11	50	13	30
FBgn0002284	111	152	156	65	102	139	124	257	99	82	66	25
FBgn0002306	10	65	87	73	70	50	8	93	104	76	29	37
FBgn0002354	0	4	0	0	0	0	0	0	0	0	0	0
FBgn0002413	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0002431	0	0	0	1	0	2	0	1	0	1	0	0
FBgn0002440	617	637	1220	571	1438	972	1057	1681	1361	1163	1327	1222
FBgn0002441	0	17	0	0	0	10	20	35	26	16	0	18
FBgn0002466	54282	51250	43989	30426	24445	38375	112114	64334	20255	33816	21545	24579
FBgn0002521	80	42	18	31	16	0	58	54	30	7	30	8
FBgn0002522	190	192	192	216	306	560	329	349	470	437	370	351
FBgn0002524	3726	3707	3159	2648	2274	2209	6282	4121	1885	2238	1823	1667
FBgn0002525	5630	5199	3555	4007	4059	3546	11628	6388	3530	3899	2756	3062
FBgn0002526	3895	4205	3027	3215	5028	3621	4009	6639	3669	2716	2126	2204
FBgn0002531	0	0	0	0	8	0	0	0	0	1	0	22
FBgn0002533	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0002534	0	0	0	0	0	0	0	0	0	1	0	0
FBgn0002535	1	0	0	0	0	0	0	13	0	1	0	0
FBgn0002542	43	84	57	39	55	89	43	147	110	16	104	71
FBgn0002543	626	592	371	893	1103	444	741	842	615	661	332	375
FBgn0002552	4	1	0	4	1	1	2	3	1	5	0	0
FBgn0002561	48	89	95	111	190	121	104	144	223	139	80	83
FBgn0002562	1327	888	579	543	635	836	1398	1123	353	391	423	534
FBgn0002563	650	191	82	58	1697	102	261	183	116	82	263	23
FBgn0002564	24	15	6	0	34	0	26	39	22	55	0	11
FBgn0002565	5	4	5	12	16	10	8	7	8	18	14	39
FBgn0002566	0	0	1	2	14	1	0	15	1	4	10	0
FBgn0002567	1102	1355	1765	1648	1345	1743	1833	3358	1730	1589	1477	1386
FBgn0002569	103	103	204	61	297	185	69	186	236	98	123	131
FBgn0002570	70	246	162	137	223	133	213	154	190	60	78	114
FBgn0002571	602	402	580	465	388	417	784	840	536	448	477	525
FBgn0002573	0	0	0	1	0	0	0	4	0	0	0	0
FBgn0002576	0	12	0	0	1	0	0	14	6	16	0	14
FBgn0002577	1149	1066	1276	1168	961	1097	1765	2263	1125	1222	1048	879
